Genre,Reports,Age,Gpa,Year,Count,Gender,Nationality
Activities and Travelling,"4. ""I really enjoy hiking and exploring the outdoors, but it can be tough to find good hiking trails and parks nearby. I wish there were more options available for students who want to get outside and explore.""",19,3.12,3,1,M,Indonesia
Activities and Travelling,"5. ""I love going to concerts and music festivals, but it's hard to find events that fit within my budget. It would be great if the university offered discounted tickets to students for these types of events.""",23,2.93,4,1,F,Indonesia
Activities and Travelling,"6. ""I've always been interested in volunteering and giving back to my community, and the university has provided me with some great opportunities to do so. It's been really rewarding to be able to make a difference.""",27,2.47,2,1,F,Indonesia
Activities and Travelling,"7. ""I wish there were more opportunities to connect with other students who have similar interests. It can be tough to find a community of like-minded individuals on such a large campus.""",26,3.06,3,1,M,Indonesia
Activities and Travelling,"8. ""I really enjoy exploring new neighborhoods and trying new restaurants, but it can be tough to find affordable options. It would be great if the university offered a foodie club or something similar.""",20,2.61,1,1,M,Indonesia
Activities and Travelling,"9. ""I'm not really into partying or going out to bars, but it feels like that's the only social scene available on campus. I wish there were more options for students who want to have fun without drinking.""",24,2.77,5,1,M,Indonesia
Activities and Travelling,"10. ""I love going to sporting events and cheering on our school's teams. It's a great way to feel connected to the university and get involved in the campus community.""",22,1.05,5,1,F,Indonesia
Activities and Travelling,"11. ""I wish there were more opportunities for outdoor recreation, like kayaking or camping. It would be great to be able to get away from campus and explore the natural beauty of the area.""",21,0.15,2,1,M,Indonesia
Activities and Travelling,"12. ""I'm really interested in photography, but it can be tough to find good locations to take photos. I wish there were more scenic spots around campus for students to explore.""",25,0.38,3,1,F,Indonesia
Activities and Travelling,"13. ""I really enjoy attending lectures and talks on campus. It's a great way to learn new things and expand my knowledge beyond my coursework.""",26,0.95,4,1,M,Indonesia
Activities and Travelling,"14. ""I love attending film screenings and discussions on campus. It's a great way to engage with the arts and see films that I might not have discovered on my own.""",25,2.16,1,1,F,Indonesia
Activities and Travelling,"15. ""I wish there were more opportunities to connect with alumni and professionals in my field. It would be great to network and get advice from people who have been through the same things I'm going through now.""",21,3.29,2,1,F,Indonesia
Activities and Travelling,"16. ""I love taking weekend trips to nearby cities and towns. It's a great way to see new places and experience different cultures, without having to spend a lot of money.""",21,0.36,3,1,F,Indonesia
Activities and Travelling,"17. ""I really enjoy attending book clubs and literary events on campus. It's a great way to engage with literature and connect with other book lovers.""",21,3.74,4,1,F,Indonesia
Activities and Travelling,"18. ""I wish there were more opportunities for students to get involved in research projects and work with faculty members outside of the classroom. It would be a great way to gain hands-on experience in my field.""",20,0.25,3,1,M,Indonesia
Activities and Travelling,"19. ""I love attending poetry readings and spoken word events on campus. It's a great way to connect with the creative community and hear from talented writers.""",22,0.14,2,1,M,Indonesia
Activities and Travelling,"20. ""I wish there were more opportunities for students to learn about and engage",17,1.26,5,1,M,Indonesia
Food and Cantines,"1. ""I am disappointed with the food options available on campus. There are not enough healthy options, and the quality of the food is subpar.""",21,1.54,2,1,M,Indonesia
Food and Cantines,"2. ""The cafeteria on campus is always crowded, and it's difficult to find a seat during peak hours. The university should consider expanding the cafeteria or adding additional dining areas.""",21,0.86,3,1,M,Indonesia
Food and Cantines,"3. ""I appreciate the variety of food options available on campus, but the prices are too high. It's not feasible for students to eat on campus every day.""",17,0.13,5,1,F,Indonesia
Food and Cantines,"4. ""The food available on campus is too greasy and unhealthy. The university should focus on offering more nutritious options.""",23,3.81,4,1,M,Indonesia
Food and Cantines,"5. ""The vending machines on campus are frequently out of order, which is frustrating when I need a quick snack between classes.""",18,3.5,3,1,F,Indonesia
Food and Cantines,"6. ""I love the variety of snacks available at the campus convenience store, but the prices are too high. It would be great if the university could offer more affordable options.""",19,0.15,1,1,M,Indonesia
Food and Cantines,"7. ""The campus coffee shop is always crowded, and it takes forever to get my order. I wish there were more employees working during peak hours.""",20,3.88,2,1,M,Indonesia
Food and Cantines,"8. ""I appreciate the vegan and vegetarian options available on campus, but they are often sold out or not replenished in a timely manner.""",26,3.98,4,1,F,Indonesia
Food and Cantines,"9. ""The campus dining hall should offer more international cuisine options. The food is too focused on American cuisine.""",27,0.34,4,1,M,Indonesia
Food and Cantines,"10. ""The food available on campus is not accommodating for students with allergies. The university should provide more allergy-friendly options.""",22,1.69,4,1,M,Indonesia
Food and Cantines,"11. ""I wish there were more food trucks on campus. The lines are always too long, and the trucks are only available on certain days.""",19,3.85,4,1,M,Indonesia
Food and Cantines,"12. ""The campus snack bars often run out of popular items, which is frustrating for students who rely on these options for meals.""",23,3.32,1,1,M,Indonesia
Food and Cantines,"13. ""The food available on campus is too repetitive. I wish there were more rotating menu options.""",20,3.91,2,1,M,Indonesia
Food and Cantines,"14. ""The meal plan options are too limited. It would be great if the university could offer more flexible options for students who don't eat on campus every day.""",21,2.36,4,1,M,Indonesia
Food and Cantines,"15. ""The campus convenience store should offer more healthy snack options. Most of the items available are high in sugar and calories.""",22,2.92,4,1,M,Indonesia
Food and Cantines,"16. ""I appreciate the campus food co-op, but the prices are too high for most students to afford.""",18,4.47,3,1,M,Indonesia
Food and Cantines,"17. ""The food available on campus is often lukewarm or cold. The university should focus on improving the quality of the food.""",20,3.78,2,1,M,Indonesia
Food and Cantines,"18. ""The campus food court should offer more variety. It's difficult to find something I want to eat every day.""",22,2.07,5,1,M,Indonesia
Food and Cantines,"19. ""I wish the campus cafeteria would offer more breakfast options. It's difficult to find a healthy breakfast on campus.""",22,1.4,5,1,M,Indonesia
Food and Cantines,"20. ""The campus dining hall is not open late enough. It would be great if it could stay open until later in the evening.""",23,2.58,5,1,M,Indonesia
Food and Cantines,"21. ""The quality of the food on campus varies widely. Sometimes it's great, but other times it's barely edible.""",21,1.4,1,1,M,Indonesia
Food and Cantines,"22. ""The prices at the campus coffee shop are too high. It would be great if there were more affordable options for students.""",21,4.06,3,1,M,Indonesia
Food and Cantines,"23. ""The campus dining hall should offer more grab-and-go options for students who are in a hurry.""",19,1.06,3,1,M,Indonesia
Food and Cantines,"24. ""I appreciate the late-night dining options available on campus, but the food is often not fresh or of good quality.""",23,2.16,2,1,M,Indonesia
Food and Cantines,"25. ""The campus convenience store should offer more non-perishable food options for students who don't have access to a fridge.""",21,3.57,5,1,M,Indonesia
Food and Cantines,"26. ""The food available on campus is often too spicy or too bland. The university should work on offering more balanced flavors.""",19,3.43,2,1,M,Indonesia
Food and Cantines,"27. ""The campus dining hall should offer more gluten-free options for students with celiac disease or gluten intolerance.""",19,2.73,5,1,M,Indonesia
Food and Cantines,"28. ""The campus coffee shop should offer more non-coffee drink options. Not all students drink coffee.""",18,4.65,3,1,M,Indonesia
Food and Cantines,"1. ""The food options on campus are quite limited and not very appetizing. I wish there were more healthy options available.""",22,3.99,1,1,M,Indonesia
Food and Cantines,"2. ""I appreciate that there are a few vegetarian options available, but they often run out quickly and I end up having to choose from the same limited menu.""",20,1.03,3,1,M,Indonesia
Food and Cantines,"3. ""The food served in the cafeteria is not worth the price. It's often undercooked and the portions are small.""",23,1.12,4,1,M,Indonesia
Food and Cantines,"4. ""I wish there were more affordable options for snacks and drinks on campus. The vending machines are often empty or not working.""",21,2.31,3,1,M,Indonesia
Food and Cantines,"5. ""The coffee served in the student center is too expensive for what it is. I would love to see more affordable options available.""",18,2.35,1,1,F,Indonesia
